iter	RMSE
180	0.04784946337
181	0.0478128438
182	0.04776929395
183	0.04770939747
184	0.04760849254
185	0.04756762698
186	0.04748802156
187	0.04738588689
188	0.04732486639
189	0.04724773256
190	0.04721226255
191	0.04721009202
192	0.0471232991
193	0.04704728626
194	0.04698308476
195	0.04696173918
196	0.04687333294
197	0.04684243921
198	0.04675320294
199	0.04659989919
200	0.04657500252
201	0.04653280774
202	0.04649523341
203	0.04641660277
204	0.04635656994
205	0.04628879837
206	0.04624104577
207	0.04612318642
208	0.046027869
209	0.04596366684
210	0.04584043798
211	0.0457700893
212	0.04571978077
213	0.04564055754
214	0.04559469788
215	0.04553222566
216	0.04546963498
217	0.04536906737
218	0.04533676089
219	0.04528257824
220	0.04518978224
221	0.04513268195
222	0.045063038
223	0.04503096633
224	0.04493816988
225	0.04491365304
226	0.04485323458
227	0.04479161385
228	0.04472742735
229	0.04471108546
230	0.04466752452
231	0.04463160298
232	0.04460472229
233	0.04457883331
234	0.04452300214
235	0.04447762736
236	0.04443357785
237	0.04437414012
238	0.04434227058
239	0.04429311265
240	0.04426533199
241	0.04425152864
242	0.0442431015
243	0.04422918192
244	0.04416661827
245	0.04414623232
246	0.04412275258
247	0.0440344885
248	0.04399268522
249	0.04391694973
250	0.04390570784
251	0.04386051572
252	0.04384754823
253	0.04382230207
254	0.04379850624
255	0.04362774487
256	0.043584842
257	0.04356265199
258	0.04346982925
259	0.0433997131
260	0.04331342403
261	0.04325814095
262	0.04321373044
263	0.0432022549
264	0.04316637483
265	0.04314780626
266	0.04312431893
267	0.04306870223
268	0.04304695423
269	0.04298848892
270	0.04296919403
271	0.04296423931
272	0.04290060453
273	0.0428776924
274	0.04285777574
275	0.04283434162
276	0.04278081505
277	0.04277751586
278	0.04275615011
279	0.04272550112
280	0.04256983453
281	0.04256083694
282	0.04249323059
283	0.04247199236
284	0.04244490189
285	0.04242755285
286	0.04241379611
287	0.04234592988
288	0.04226406637
289	0.04221408656
290	0.04220807711
291	0.04216750876
292	0.04208736177
293	0.04195042011
294	0.04189157888
295	0.04186916507
296	0.04183641949
297	0.04183124755
298	0.04178854886
299	0.04172587568
300	0.04168968465
301	0.04162742758
302	0.04153420878
303	0.04142920397
304	0.04134701415
305	0.04129356299
306	0.04124961825
307	0.04122775179
308	0.04118092371
309	0.04115517461
310	0.0411283594
311	0.04111968792
312	0.04111124341
313	0.04102881135
314	0.04100630544
315	0.04096115015
316	0.04088851443
317	0.04081856513
318	0.0407413549
319	0.04067044229
320	0.0406190882
321	0.04058341554
322	0.04054494879
323	0.04052066487
324	0.04044936092
325	0.0403815095
326	0.04037671953
327	0.04033561432
328	0.04028643172
329	0.0401753536
330	0.04013565006
331	0.04002510025
332	0.04000950648
333	0.03999095716
334	0.03993533318
335	0.03990442617
336	0.03988066892
337	0.03983760138
338	0.03975721797
339	0.03973528129
340	0.03969532798
341	0.03965551922
342	0.0396297255
343	0.03959043548
344	0.03949690286
345	0.03938978268
346	0.03929344317
347	0.03927840904
348	0.03921413971
349	0.03915276187
350	0.03913212913
351	0.03907754211
352	0.03906055897
353	0.03903725691
354	0.03898527837
355	0.03890555556
356	0.03884314445
357	0.03875973844
358	0.038661788
359	0.03862123788
360	0.03859945409
361	0.03857844202
362	0.03854079114
363	0.03848211872
364	0.03841963594
365	0.03836464694
366	0.03832747175
367	0.0382801539
368	0.03821998761
369	0.03814657431
370	0.03811592504
371	0.0380920836
372	0.03802177754
373	0.03798337652
374	0.03793863544
375	0.03790271055
376	0.03788470807
377	0.03785980552
378	0.03778749048
379	0.03769292563
380	0.0376585968
381	0.0376241771
382	0.03754579199
383	0.03752387924
384	0.0374495057
385	0.03742699757
386	0.03741386167
387	0.03739573819
388	0.0373494365
389	0.03733288612
390	0.0373097438
391	0.03726666962
392	0.03724081175
393	0.03722437776
394	0.03717109036
395	0.03715073652
396	0.03713352511
397	0.03707909263
398	0.03700718029
399	0.03689330435
400	0.03681943483
401	0.036793267
402	0.03678003045
403	0.03672338457
404	0.03670043664
405	0.03666842554
406	0.03663638142
407	0.03656835754
408	0.03652765208
409	0.03641606184
410	0.03633647036
411	0.03630592876
412	0.03625112184
413	0.03622249451
414	0.0362041894
415	0.03618879702
416	0.03613568073
417	0.03607338695
418	0.03596562322
419	0.03595175663
420	0.03589486497
421	0.0358372908
422	0.03581829463
423	0.0357614452
424	0.0357339567
425	0.03565045703
426	0.03560286534
427	0.0355807945
428	0.03557901927
429	0.03548607792
430	0.03538380565
431	0.03535681994
432	0.0353350159
433	0.03527432832
434	0.03519184816
435	0.03511232862
436	0.03509485042
437	0.03506900526
438	0.03505009982
439	0.03500932324
440	0.03495182706
441	0.03492450436
442	0.03488270516
443	0.03486145559
444	0.0347616616
445	0.03474038878
446	0.03463273335
447	0.0346170627
448	0.0345392271
449	0.0344642697
450	0.03445800607
451	0.03437375674
452	0.03429279591
453	0.03427302627
454	0.03419750335
455	0.03416933022
456	0.03409867788
457	0.03402798321
458	0.0340129918
459	0.03399499123
460	0.03397719244
461	0.03396275349
462	0.03393694037
463	0.03392657951
464	0.03388615237
465	0.03383422774
466	0.03380263495
467	0.03374891686
468	0.03372987891
469	0.03369446079
470	0.03367106444
471	0.03357268955
472	0.03354951145
473	0.03347452967
474	0.03340822405
475	0.03333347859
476	0.03328960382
477	0.03326524544
478	0.03324715643
479	0.03322269529
480	0.03317081491
481	0.03314148587
482	0.0331171991
483	0.03308635217
484	0.03308206136
485	0.03305271634
486	0.03303232181
487	0.03296391052
488	0.03291085161
489	0.0328683388
490	0.03285738875
491	0.03280766909
492	0.03280079304
493	0.03273395563
494	0.03265651442
495	0.03261518691
496	0.03253750983
497	0.03246818729
498	0.03241491911
499	0.03238555481
500	0.03233803104
501	0.03228434469
502	0.03226109356
503	0.03223189302
504	0.03219835349
505	0.03216374077
506	0.03208073448
507	0.03205348138
508	0.03199711152
509	0.03196066
510	0.03195198032
511	0.03190955311
512	0.03189165319
513	0.03181165459
514	0.03176020952
515	0.03170209403
516	0.03167163261
517	0.03165922957
518	0.0316262191
519	0.03154259561
520	0.03148133031
521	0.03141811964
522	0.03140539468
523	0.03139305636
524	0.03136162431
525	0.03130589237
526	0.03126156378
527	0.03124923068
528	0.03124172505
529	0.03118216964
530	0.03116791116
531	0.03111873547
532	0.03108310429
533	0.03106370672
534	0.03104380224
535	0.03101243045
536	0.03096379607
537	0.03094066149
538	0.03092181936
539	0.03089290129
540	0.03082925013
541	0.03079781492
542	0.03078503486
543	0.03073302718
544	0.03071136916
545	0.03065814047
546	0.03062350017
547	0.03060687758
548	0.03057473861
549	0.03056340288
550	0.03043637462
551	0.03039764123
552	0.03037416287
553	0.0303584356
554	0.03030200133
555	0.03024890566
556	0.03020814432
557	0.03016725183
558	0.0301513822
559	0.03012328465
560	0.03009414235
561	0.03002490778
562	0.0299975011
563	0.02995991914
564	0.02990730489
565	0.02986985044
566	0.02984986636
567	0.02983251914
568	0.02980692929
569	0.02979552895
570	0.02978275493
571	0.02977594063
572	0.02976103815
573	0.02971536062
574	0.02969896984
575	0.0296735208
576	0.02963834936
577	0.02957573727
578	0.02952361488
579	0.02952007943
580	0.02949458441
581	0.02947530026
582	0.02944856325
583	0.02942876285
584	0.02940037942
585	0.02936356216
586	0.02930969762
587	0.02926981488
588	0.0292227784
589	0.02917478892
590	0.02913247839
591	0.02909581654
592	0.02906241838
593	0.02904804545
594	0.02902845264
595	0.02900019044
596	0.02898960872
597	0.02894560507
598	0.02888637883
599	0.02885057607
600	0.02882595604
601	0.02880138314
602	0.02879097809
603	0.02876946337
604	0.02874156592
605	0.02870669804
606	0.02868809192
607	0.02868161103
608	0.02864804394
609	0.02860124431
610	0.02854090731
611	0.02850381853
612	0.0284878209
613	0.0284443329
614	0.02841016834
615	0.0283444116
616	0.02829422965
617	0.02826905151
618	0.0282454686
619	0.02822902723
620	0.02817600298
621	0.02815765577
622	0.02814876028
623	0.02811602365
624	0.02807360619
625	0.02805371124
626	0.02801404052
627	0.02800260125
628	0.02798937067
629	0.02793425416
630	0.02792340712
631	0.0278961008
632	0.02788470617
633	0.02786378879
634	0.02785478801
635	0.02782949409
636	0.02782053507
637	0.0278022967
638	0.02779084115
639	0.02777780245
640	0.02776858991
641	0.02774207115
642	0.02768552822
643	0.02765054463
644	0.02764402264
645	0.0276107086
646	0.02758635788
647	0.02756849345
648	0.02755025204
649	0.02752116342
650	0.02746984306
651	0.02742615978
652	0.02738933501
653	0.02736996199
654	0.02735577448
655	0.02731672929
656	0.0272764195
657	0.02727028457
658	0.0272594874
659	0.02724317805
660	0.02723487279
661	0.02716930116
662	0.02715081441
663	0.02712735999
664	0.02710584387
665	0.0270422944
666	0.02699331391
667	0.02695967073
668	0.0269031827
669	0.02688547882
670	0.02684219973
671	0.02681771243
672	0.02680597526
673	0.02678395274
674	0.02678112798
675	0.02673595069
676	0.02672313167
677	0.02669595504
678	0.0266484055
679	0.02663888683
680	0.02659458014
681	0.02654022743
682	0.02652911947
683	0.0264908171
684	0.02644733455
685	0.0264325064
686	0.02641872096
687	0.02640106441
688	0.02636966055
689	0.02634223284
690	0.02631980831
691	0.02631836239
692	0.02627210132
693	0.02626642126
694	0.02625817502
695	0.02620319875
696	0.02618383077
697	0.02615193187
698	0.02613794975
699	0.02612700003
700	0.0261157118
701	0.02609710014
702	0.02606897106
703	0.02606349194
704	0.02602220178
705	0.02597272305
706	0.02594503308
707	0.025924472
708	0.02591855645
709	0.02587509351
710	0.02586458036
711	0.02582277982
712	0.02580406227
713	0.02579356603
714	0.02577880386
715	0.02575471614
716	0.02574362305
717	0.02572748262
718	0.02570888738
719	0.02566576221
720	0.02560027041
721	0.02556420072
722	0.02555237408
723	0.02552390433
724	0.02551004463
725	0.02544625826
726	0.02542943534
727	0.0254245415
728	0.02542026437
729	0.02538058007
730	0.02535825825
731	0.02531893031
732	0.02527575688
733	0.0252552347
734	0.0252535292
735	0.02524672781
736	0.02523589288
737	0.02520743756
738	0.02520007288
739	0.02518759112
740	0.02518132418
741	0.02514972048
742	0.02511156622
743	0.02510034087
744	0.02508624055
745	0.02508203126
746	0.02507569833
747	0.02505863287
748	0.02504806767
749	0.02502743276
750	0.02502244206
751	0.02501750533
752	0.02498343641
753	0.02496317486
754	0.02492430222
755	0.02489907727
756	0.02488061727
757	0.02485978769
758	0.02485278556
759	0.02483195586
760	0.02481505662
761	0.02480086929
762	0.02477917636
763	0.02475008317
764	0.02474482568
765	0.02471881611
766	0.02469106864
767	0.02466780403
768	0.02464576007
769	0.02464261521
770	0.02460891417
771	0.02457721801
772	0.02456235012
773	0.02454874459
774	0.02452347791
775	0.02449263449
776	0.02448486369
777	0.02447793916
778	0.02445826767
779	0.02442117479
780	0.02439149434
781	0.02439031367
782	0.02433697842
783	0.02428303807
784	0.0242606582
785	0.0242531983
786	0.02423719565
787	0.02423597919
788	0.02422266432
789	0.02420972344
790	0.02419624742
791	0.0241637089
792	0.02413118323
793	0.02411157789
794	0.02410221814
795	0.024091427
796	0.02408443109
797	0.02406824733
798	0.02403419289
799	0.02399148391
800	0.02396924696
801	0.02396813472
802	0.02396233336
803	0.02395922821
804	0.02394729992
805	0.02392486071
806	0.02391947413
807	0.02388696212
808	0.02386955151
809	0.02385153963
810	0.02380464055
811	0.02378912532
812	0.02378401362
813	0.02373995911
814	0.02370825949
815	0.0236909807
816	0.02368663116
817	0.0236845079
818	0.02364711225
819	0.02363861405
820	0.02361139623
821	0.02361037582
822	0.0235831378
823	0.02357225781
824	0.02352590404
825	0.02350310837
826	0.0234776013
827	0.02345297671
828	0.02343507745
829	0.02337842474
830	0.02337051531
831	0.02334265313
832	0.02332517268
833	0.02330859903
834	0.02328138182
835	0.02322713744
836	0.02321136452
837	0.02319016133
838	0.02318186494
839	0.02315165084
840	0.02311743282
841	0.02309914154
842	0.02309349534
843	0.02306013617
844	0.02302497403
845	0.02302360051
846	0.02298353053
847	0.02296937714
848	0.02295099186
849	0.02293322212
850	0.02291982971
851	0.02290533342
852	0.02287956803
853	0.0228641668
854	0.0228288582
855	0.02282090312
856	0.02279570192
857	0.02278848394
858	0.02278053599
859	0.02277424047
860	0.02275821252
861	0.02275478069
862	0.02271486794
863	0.02269407295
864	0.0226851003
865	0.02267462702
866	0.02266241567
867	0.02265279242
868	0.02260441041
869	0.02257635644
870	0.0225731036
871	0.02257019832
872	0.02254253198
873	0.02252643042
874	0.02251447203
875	0.02251230397
876	0.02249071733
877	0.02246256115
878	0.02244370359
879	0.022428033
880	0.02240473069
881	0.02235650061
882	0.02234743583
883	0.0223268175
884	0.02230050074
885	0.02226787075
886	0.0222464073
887	0.02220946175
888	0.02220406745
889	0.02218019819
890	0.02215208662
891	0.02214400904
892	0.02214116122
893	0.02209837984
894	0.02209518722
895	0.02207228086
896	0.02206069479
897	0.02204069921
898	0.0220355881
899	0.02202188951
900	0.02200355672
901	0.02197871531
902	0.02195526869
903	0.02194736259
904	0.02194457301
905	0.0219208645
906	0.02191566206
907	0.02191120066
908	0.02190300562
909	0.02186382406
910	0.02184284834
911	0.02182383428
912	0.02182300526
913	0.02177833512
914	0.02176392161
915	0.02174441159
916	0.02171373537
917	0.02170672992
918	0.02169676542
919	0.02169323324
920	0.02168133419
921	0.02166220325
922	0.02165523889
923	0.02164145101
924	0.02162880517
925	0.02159846565
926	0.02159680299
927	0.02158194346
928	0.02157584399
929	0.02155001601
930	0.02150652489
931	0.02148165059
932	0.02146435157
933	0.02144911231
934	0.02143071371
935	0.02142076718
936	0.02140409164
937	0.02139624758
938	0.02137889114
939	0.02133146132
940	0.0213230401
941	0.02132182835
942	0.02128099828
943	0.02123722645
944	0.02121196255
945	0.02119024627
946	0.02118136377
947	0.0211698305
948	0.02113041864
949	0.02111918561
950	0.02109707262
951	0.02109424794
952	0.02106047703
953	0.02105056129
954	0.0210444753
955	0.0210311792
956	0.0210131524
957	0.02100904358
958	0.02098875127
959	0.02098238809
960	0.02096711915
961	0.02094836133
962	0.02092157201
963	0.02090520429
964	0.02090164389
965	0.02088637127
966	0.02087790691
967	0.02087127254
968	0.02085245351
969	0.0208320423
970	0.02081663656
971	0.02079361203
972	0.02076768925
973	0.02074755946
974	0.0207420006
975	0.02073119958
976	0.02071027342
977	0.02068325854
978	0.02066401234
979	0.02065041622
980	0.0206212939
981	0.02060418394
982	0.0205835891
983	0.02057142751
984	0.02054555311
985	0.02050985255
986	0.02049567406
987	0.02047080921
988	0.02046723662
989	0.02044819474
990	0.02040978197
991	0.02040403849
992	0.02039795566
993	0.02038764433
994	0.02036910418
995	0.02033481427
996	0.0203195664
997	0.02028024092
998	0.02023886346
999	0.02023173074
